990930H  103559  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.1  11.1  36.5 
990930H  103600  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4   -.0  27.2  11.1  36.5 
990930H  103601  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.2  11.2  36.5 
990930H  103602  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4   -.0  27.2  11.2  36.6 
990930H  103603  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.2  11.2  36.6 
990930H  103604  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.2  11.2  36.6 
990930H  103605  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.2  11.2  36.6 
990930H  103606  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.2  11.2  36.6 
990930H  103607  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4    .0  27.2  11.3  36.6 
990930H  103608  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.2  11.3  36.6 
990930H  103609  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4   -.0  27.2  11.3  36.6 
990930H  103610  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.3  11.3  36.7 
990930H  103611  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.5   1.4   -.0  27.3  11.3  36.7 
990930H  103612  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.3  11.3  36.7 
990930H  103613  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.3  11.3  36.6 
990930H  103614  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.3  11.3  36.6 
990930H  103615  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103616  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4    .0  27.3  11.3  36.6 
990930H  103617  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103618  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103619  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103620  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103621  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.7   1.4    .0  27.3  11.3  36.6 
990930H  103622  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103623  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.3  11.3  36.6 
990930H  103624  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.4  11.3  36.5 
990930H  103625  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.4  11.3  36.5 
990930H  103626  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.4  11.3  36.5 
990930H  103627  47.26   11.35 262.1  48.5   0.0   1.9   -.1   -.4  934.8   32.0 271.0   1.9    .0  27.4  11.3  36.4 
990930H  103628  47.26   11.35 262.1  48.5   0.0   1.9   -.1   -.4  934.8   32.0 271.3   1.9    .0  27.4  11.2  36.2 
990930H  103629  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4    .0  27.4  11.2  36.1 
990930H  103630  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4   -.0  27.4  11.1  36.0 
990930H  103631  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4   -.0  27.4  11.1  35.8 
990930H  103632  47.26   11.35 262.1  48.5   0.0   1.4   -.0   -.4  934.8   32.0 271.0   1.4    .0  27.4  11.0  35.6 
990930H  103633  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4   -.0  27.4  10.9  35.4 
990930H  103634  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4   -.0  27.4  10.8  35.1 
990930H  103635  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4   -.0  27.4  10.7  34.9 
990930H  103636  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4   -.0  27.4  10.6  34.7 
990930H  103637  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.4  10.6  34.6 
990930H  103638  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.4  10.6  34.6 
990930H  103639  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.4  10.6  34.6 
990930H  103640  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.5   1.4   -.0  27.4  10.6  34.7 
990930H  103641  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.5   1.4   -.0  27.4  10.6  34.7 
990930H  103642  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4   -.0  27.4  10.7  34.8 
990930H  103643  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.8   1.4   -.0  27.5  10.8  34.9 
990930H  103644  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.8   1.4   -.0  27.5  10.8  35.1 
990930H  103645  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.1   1.4   -.0  27.5  10.9  35.2 
990930H  103646  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.8   1.4   -.0  27.5  11.0  35.3 
990930H  103647  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.3   1.4   -.0  27.5  11.0  35.4 
990930H  103648  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.4   1.4   -.0  27.5  11.0  35.4 
990930H  103649  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.5   1.4    .0  27.5  11.0  35.4 
990930H  103650  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.8   1.4   -.0  27.5  11.0  35.4 
990930H  103651  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.5   1.4   -.0  27.5  11.0  35.5 
990930H  103652  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.0   1.4   -.0  27.5  11.1  35.5 
990930H  103653  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.5   1.4   -.0  27.5  11.1  35.6 
990930H  103654  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.3   1.4   -.0  27.5  11.1  35.7 
990930H  103655  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.0   1.4   -.0  27.5  11.2  35.8 
990930H  103656  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 272.0   1.4    .0  27.5  11.2  35.8 
990930H  103657  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.8   1.4    .0  27.5  11.2  35.9 
990930H  103658  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.9   32.0 271.0   1.4    .0  27.5  11.2  35.9 
990930H  103659  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.3   1.4    .1  27.5  11.2  35.8 
990930H  103700  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.8   1.4    .1  27.5  11.2  35.8 
990930H  103701  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4    .0  27.5  11.2  35.7 
990930H  103702  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 272.1   1.4    .1  27.5  11.2  35.8 
990930H  103703  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4    .1  27.5  11.2  35.8 
990930H  103704  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.7   1.4    .1  27.5  11.2  35.9 
990930H  103705  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 268.3   1.4    .1  27.5  11.2  35.9 
990930H  103706  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 268.0   1.4    .1  27.5  11.2  35.9 
990930H  103707  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 267.8   1.4    .1  27.5  11.3  36.0 
990930H  103708  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 269.6   1.4    .1  27.5  11.3  36.0 
990930H  103709  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.3   1.4    .1  27.5  11.3  36.0 
990930H  103710  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 269.9   1.4    .1  27.5  11.3  36.0 
990930H  103711  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.4   1.4    .1  27.5  11.3  35.9 
990930H  103712  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4    .1  27.5  11.2  35.9 
990930H  103713  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.8   1.4    .1  27.5  11.2  35.8 
990930H  103714  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.8   1.4    .1  27.6  11.2  35.7 
990930H  103715  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.8   1.4    .0  27.6  11.1  35.5 
990930H  103716  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 272.1   1.4    .0  27.6  11.1  35.4 
990930H  103717  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.8   1.4    .0  27.6  11.0  35.3 
990930H  103718  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.6  11.0  35.3 
990930H  103719  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4    .0  27.6  11.0  35.3 
990930H  103720  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.6  11.0  35.3 
990930H  103721  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.0   1.4    .0  27.6  11.0  35.3 
990930H  103722  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 269.4   1.4    .0  27.6  11.0  35.2 
990930H  103723  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 268.3   1.4    .0  27.6  10.9  35.1 
990930H  103726  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 270.8   1.4   -.0  27.6  10.7  34.5 
990930H  103727  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.0   1.4    .0  27.6  10.7  34.4 
990930H  103728  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 267.3   1.4   -.0  27.6  10.7  34.4 
990930H  103735  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 271.5   1.4    .0  27.5  10.9  35.2 
990930H  103736  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.0   1.4    .0  27.5  10.9  35.2 
990930H  103737  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.3   1.4    .1  27.5  10.9  35.2 
990930H  103738  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.5   1.4    .1  27.5  10.9  35.2 
990930H  103739  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.3   1.4    .0  27.5  10.9  35.1 
990930H  103740  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.5   1.4    .0  27.5  10.9  35.1 
990930H  103741  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.0   1.4    .0  27.5  10.9  35.0 
990930H  103742  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.8   1.4    .0  27.5  10.8  34.9 
990930H  103743  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.3   1.4    .1  27.5  10.8  34.8 
990930H  103744  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.0   1.4    .1  27.5  10.7  34.8 
990930H  103745  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.0   1.4    .1  27.5  10.7  34.6 
990930H  103746  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.3   1.4    .0  27.5  10.6  34.4 
990930H  103747  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4    .0  27.5  10.5  34.1 
990930H  103748  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.3   1.4    .1  27.5  10.3  33.8 
990930H  103749  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4    .1  27.5  10.2  33.5 
990930H  103750  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4    .1  27.5  10.1  33.2 
990930H  103751  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4    .1  27.5  10.0  33.0 
990930H  103752  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.0   1.4    .1  27.5   9.9  32.7 
990930H  103753  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.3   1.4    .0  27.5   9.8  32.5 
990930H  103754  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.8   32.0 272.0   1.4   -.0  27.5   9.7  32.3 
990930H  103755  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.0   1.4   -.0  27.5   9.7  32.2 
990930H  103756  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 275.9   1.4    .0  27.5   9.6  32.1 
990930H  103757  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 275.1   1.4    .1  27.5   9.6  32.0 
990930H  103758  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.7   1.4    .1  27.6   9.5  31.8 
990930H  103759  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 274.1   1.4    .1  27.6   9.4  31.6 
990930H  103800  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 274.5   1.4    .1  27.6   9.3  31.5 
990930H  103801  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 272.9   1.4    .2  27.6   9.2  31.3 
990930H  103802  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 272.4   1.4    .1  27.6   9.2  31.1 
990930H  103803  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 273.2   1.4    .1  27.6   9.1  30.9 
990930H  103804  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 274.5   1.4    .1  27.6   9.0  30.8 
990930H  103805  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 274.0   1.4    .2  27.6   9.0  30.7 
990930H  103806  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 274.0   1.4    .1  27.6   9.0  30.6 
990930H  103807  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 273.8   1.4    .1  27.6   8.9  30.5 
990930H  103808  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 275.7   1.4    .1  27.6   8.9  30.4 
990930H  103809  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.6   32.0 277.0   1.4    .0  27.6   8.8  30.3 
990930H  103810  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.6   1.4    .0  27.6   8.8  30.3 
990930H  103811  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 276.5   1.4    .0  27.6   8.8  30.2 
990930H  103812  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.6   1.4    .0  27.6   8.7  30.2 
990930H  103813  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.1   1.4    .0  27.6   8.7  30.3 
990930H  103814  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 275.1   1.4    .0  27.5   8.8  30.4 
990930H  103815  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 277.0   1.4    .0  27.5   8.8  30.5 
990930H  103816  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 278.1   1.4   -.0  27.5   8.9  30.6 
990930H  103817  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 279.0   1.4   -.0  27.5   8.9  30.7 
990930H  103818  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 281.7   1.4   -.0  27.5   9.0  30.8 
990930H  103819  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 281.6   1.4   -.0  27.5   9.0  30.9 
990930H  103820  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 280.3   1.4   -.0  27.5   9.0  31.0 
990930H  103821  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 278.9   1.4    .0  27.5   9.0  31.0 
990930H  103822  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 278.6   1.4   -.0  27.5   9.1  31.1 
990930H  103823  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 280.2   1.4   -.0  27.5   9.1  31.1 
990930H  103824  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 276.3   1.4    .0  27.5   9.1  31.2 
990930H  103825  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 275.1   1.4    .0  27.5   9.1  31.2 
990930H  103826  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 275.1   1.4   -.0  27.5   9.1  31.2 
990930H  103827  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.0   1.4    .0  27.5   9.1  31.2 
990930H  103828  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4    .0  27.5   9.1  31.2 
990930H  103829  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.5   1.4    .0  27.5   9.1  31.2 
990930H  103830  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.8   1.4    .0  27.5   9.1  31.2 
990930H  103831  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4    .1  27.5   9.1  31.1 
990930H  103832  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.3   1.4    .1  27.5   9.0  31.0 
990930H  103833  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.3   1.4    .0  27.5   9.0  31.0 
990930H  103834  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.3   1.4   -.0  27.4   9.0  30.9 
990930H  103835  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.1   1.4    .1  27.4   8.9  30.9 
990930H  103836  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4    .0  27.4   8.9  30.9 
990930H  103837  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.5   1.4    .0  27.4   9.0  31.0 
990930H  103838  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4    .0  27.4   9.0  31.1 
990930H  103839  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4   -.0  27.4   9.1  31.2 
990930H  103840  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4   -.0  27.4   9.1  31.3 
990930H  103841  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.1   1.4    .0  27.4   9.2  31.5 
990930H  103842  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4    .0  27.4   9.2  31.5 
990930H  103843  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4   -.0  27.4   9.2  31.5 
990930H  103844  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.1   1.4   -.0  27.4   9.2  31.5 
990930H  103845  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4    .0  27.4   9.2  31.4 
990930H  103846  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4   -.0  27.4   9.2  31.4 
990930H  103847  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 274.2   1.4   -.0  27.4   9.2  31.5 
990930H  103848  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4    .0  27.4   9.2  31.5 
990930H  103849  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4    .0  27.4   9.3  31.7 
990930H  103850  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4   -.0  27.4   9.4  31.8 
990930H  103851  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4   -.0  27.4   9.5  32.0 
990930H  103852  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.7   1.4   -.0  27.4   9.5  32.2 
990930H  103853  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4   -.0  27.4   9.6  32.4 
990930H  103854  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 273.2   1.4   -.1  27.4   9.7  32.6 
990930H  103855  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4   -.0  27.4   9.8  32.8 
990930H  103856  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.9   1.4   -.0  27.4   9.9  33.0 
990930H  103857  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 272.6   1.4   -.0  27.4  10.0  33.1 
990930H  103858  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.8   1.4   -.0  27.4  10.0  33.2 
990930H  103859  47.26   11.35 262.1  48.5   0.0   1.4   -.1   -.4  934.7   32.0 271.5   1.4    .0  27.4  10.0  33.3 
990930H  103900  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.7   32.0 271.8   1.4   -.0  27.4  10.0  33.2 
990930H  103901  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.8   32.0 272.1   1.4   -.0  27.4  10.0  33.2 
990930H  103902  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.8   32.0 271.3   1.4   -.0  27.4  10.0  33.1 
990930H  103903  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.8   32.0 271.8   1.4   -.0  27.4   9.9  33.1 
990930H  103904  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.7   32.0 271.8   1.4    .0  27.4   9.9  33.0 
990930H  103905  47.26   11.35 262.1  48.5   0.0   1.4   -.2   -.4  934.8   32.0 272.1   1.4   -.0  27.4   9.8  32.8 
